yearmonth,grid_id,event_count,mag_mean,mag_max,mag_std,depth_mean,lat,lon,anomaly_if,anomaly_score_if,zscore_event_count,zscore_mag_max,zscore_max,anomaly_zscore,anomaly_combined
2008-11,-7.4_129.0,1,4.8,4.8,0.0,105.0,-7.42,129.02,0,-0.4712862203221222,0.12859721118292894,1.4449327583556064,1.4449327583556064,0,0
2008-11,-7.4_129.6,1,5.4,5.4,0.0,96.0,-7.45,129.61,0,-0.5781556958579088,0.12859721118292894,2.198257634391859,2.198257634391859,1,1
2008-11,-7.5_106.5,1,4.6,4.6,0.0,10.0,-7.46,106.46,0,-0.415623589721242,0.12859721118292894,1.1938244663435222,1.1938244663435222,0,0
2008-11,-7.5_108.8,1,4.8,4.8,0.0,146.0,-7.51,108.81,0,-0.48627336951474,0.12859721118292894,1.4449327583556064,1.4449327583556064,0,0
2008-11,-7.7_113.8,1,2.6,2.6,0.0,6.0,-7.72,113.75,0,-0.4069173006491681,0.12859721118292894,1.317258453777317,1.317258453777317,0,0
2008-11,-7.8_106.4,1,5.2,5.2,0.0,10.0,-7.82,106.39,0,-0.5342614172127788,0.12859721118292894,1.9471493423797748,1.9471493423797748,0,0
2008-11,-7.8_106.9,1,4.3,4.3,0.0,21.0,-7.8,106.9,0,-0.40134314112007125,0.12859721118292894,0.8171620283253964,0.8171620283253964,0,0
2008-11,-7.8_108.2,1,3.8,3.8,0.0,156.0,-7.85,108.16,0,-0.4365257942196289,0.12859721118292894,0.18939129829518647,0.18939129829518647,0,0
2008-11,-8.0_117.7,1,4.1,4.1,0.0,5.0,-7.96,117.73,0,-0.3993050542192899,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,-8.2_117.8,1,4.4,4.4,0.0,41.0,-8.15,117.83,0,-0.4178302325925431,0.12859721118292894,0.9427161743314391,0.9427161743314391,0,0
2008-11,-8.2_118.8,1,3.9,3.9,0.0,8.0,-8.16,118.78,0,-0.3849452923307731,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,-8.4_107.0,1,4.3,4.3,0.0,15.0,-8.37,107.01,0,-0.40635700214928794,0.12859721118292894,0.8171620283253964,0.8171620283253964,0,0
2008-11,-8.4_110.7,1,3.3,3.3,0.0,10.0,-8.43,110.73,0,-0.367715145268576,0.12859721118292894,0.43837943173502353,0.43837943173502353,0,0
2008-11,-8.5_107.9,1,4.1,4.1,0.0,26.0,-8.46,107.92,0,-0.39866438509534746,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,-8.5_111.6,1,4.5,4.5,0.0,91.0,-8.46,111.65,0,-0.43115002499165606,0.12859721118292894,1.0682703203374806,1.0682703203374806,0,0
2008-11,-8.5_112.6,1,3.1,3.1,0.0,10.0,-8.5,112.58,0,-0.3756736415803841,0.12859721118292894,0.6894877237471072,0.6894877237471072,0,0
2008-11,-8.6_112.3,1,3.2,3.2,0.0,101.0,-8.64,112.28,0,-0.42601545688387493,0.12859721118292894,0.5639335777410651,0.5639335777410651,0,0
2008-11,-8.8_116.9,1,3.9,3.9,0.0,5.0,-8.85,116.94,0,-0.3849452923307731,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,-8.9_117.3,1,4.3,4.3,0.0,131.0,-8.91,117.31,0,-0.42646292526532625,0.12859721118292894,0.8171620283253964,0.8171620283253964,0,0
2008-11,-9.1_112.1,1,3.1,3.1,0.0,39.0,-9.11,112.1,0,-0.39601074473171965,0.12859721118292894,0.6894877237471072,0.6894877237471072,0,0
2008-11,-9.1_112.3,1,3.9,3.9,0.0,35.0,-9.08,112.28,0,-0.3967918911731891,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,-9.2_119.1,1,4.9,4.9,0.0,10.0,-9.18,119.06,0,-0.4595429366660383,0.12859721118292894,1.5704869043616492,1.5704869043616492,0,0
2008-11,-9.4_108.1,1,3.9,3.9,0.0,354.0,-9.37,108.12,0,-0.5667628249650375,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,-9.5_112.8,1,4.7,4.7,0.0,10.0,-9.53,112.84,0,-0.4274517339590926,0.12859721118292894,1.3193786123495648,1.3193786123495648,0,0
2008-11,0.0_119.6,1,4.9,4.9,0.0,10.0,0.04,119.64,0,-0.4595429366660383,0.12859721118292894,1.5704869043616492,1.5704869043616492,0,0
2008-11,0.1_123.7,1,4.9,4.9,0.0,129.0,0.13,123.73,0,-0.4905164227698059,0.12859721118292894,1.5704869043616492,1.5704869043616492,0,0
2008-11,0.1_98.6,1,4.7,4.7,0.0,12.0,0.1,98.55,0,-0.43018751692872415,0.12859721118292894,1.3193786123495648,1.3193786123495648,0,0
2008-11,0.3_105.3,1,5.3,5.3,0.0,292.0,0.32,105.29,1,-0.6232130980806506,0.12859721118292894,2.0727034883858164,2.0727034883858164,1,1
2008-11,0.3_120.6,1,4.4,4.4,0.0,37.0,0.27,120.6,0,-0.4146368098632654,0.12859721118292894,0.9427161743314391,0.9427161743314391,0,0
2008-11,0.3_124.6,1,3.4,3.4,0.0,261.0,0.27,124.63,0,-0.536005725413759,0.12859721118292894,0.3128252857289814,0.3128252857289814,0,0
2008-11,0.4_126.0,1,4.2,4.2,0.0,97.0,0.45,126.04,0,-0.4351803011187382,0.12859721118292894,0.6916078823193549,0.6916078823193549,0,0
2008-11,0.5_122.5,1,4.1,4.1,0.0,67.0,0.46,122.49,0,-0.42192193417012164,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,0.5_129.2,1,3.6,3.6,0.0,22.0,0.53,129.25,0,-0.3773411921106599,0.12859721118292894,0.06171699371689719,0.12859721118292894,0,0
2008-11,0.5_98.3,1,3.9,3.9,0.0,16.0,0.49,98.33,0,-0.38657391640462513,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,0.6_127.6,1,4.1,4.1,0.0,10.0,0.65,127.6,0,-0.3971042332094573,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,0.8_98.8,1,4.1,4.1,0.0,10.0,0.81,98.82,0,-0.3971042332094573,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,1.0_123.6,1,4.9,4.9,0.0,428.0,1.05,123.64,1,-0.6110594921780365,0.12859721118292894,1.5704869043616492,1.5704869043616492,0,1
2008-11,1.0_128.4,1,4.5,4.5,0.0,10.0,1.05,128.37,0,-0.40404176394283936,0.12859721118292894,1.0682703203374806,1.0682703203374806,0,0
2008-11,1.1_121.1,1,3.9,3.9,0.0,20.0,1.11,121.11,0,-0.38415608830524633,0.12859721118292894,0.31494544430122856,0.31494544430122856,0,0
2008-11,1.1_125.6,1,5.6,5.6,0.0,650.0,1.1,125.58,1,-0.7212381179229431,0.12859721118292894,2.4493659264039422,2.4493659264039422,1,1
2008-11,1.1_127.8,1,4.0,4.0,0.0,91.0,1.14,127.85,0,-0.4193979933938698,0.12859721118292894,0.4404995903072707,0.4404995903072707,0,0
2008-11,1.1_97.0,1,4.8,4.8,0.0,9.0,1.13,97.03,0,-0.4425819550039869,0.12859721118292894,1.4449327583556064,1.4449327583556064,0,0
2008-11,1.1_97.3,1,5.5,5.5,0.0,39.0,1.1,97.34,1,-0.5817596110554993,0.12859721118292894,2.3238117803979006,2.3238117803979006,1,1
2008-11,1.3_100.2,1,4.0,4.0,0.0,10.0,1.26,100.18,0,-0.38370087981260925,0.12859721118292894,0.4404995903072707,0.4404995903072707,0,0
2008-11,1.3_97.0,1,4.3,4.3,0.0,53.0,1.3,97.05,0,-0.4147095606825373,0.12859721118292894,0.8171620283253964,0.8171620283253964,0,0
2008-11,1.4_122.0,1,4.6,4.6,0.0,10.0,1.35,121.98,0,-0.415623589721242,0.12859721118292894,1.1938244663435222,1.1938244663435222,0,0
2008-11,1.5_97.4,1,4.2,4.2,0.0,27.0,1.53,97.44,0,-0.405076885990953,0.12859721118292894,0.6916078823193549,0.6916078823193549,0,0
2008-11,1.6_123.6,1,4.1,4.1,0.0,111.0,1.6,123.58,0,-0.4385657362315515,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,1.6_97.6,1,4.1,4.1,0.0,27.0,1.62,97.61,0,-0.39986582509932256,0.12859721118292894,0.5660537363133122,0.5660537363133122,0,0
2008-11,1.8_128.6,1,4.9,4.9,0.0,10.0,1.8,128.57,0,-0.4595429366660383,0.12859721118292894,1.5704869043616492,1.5704869043616492,0,0
2008-11,1.8_98.7,1,4.7,4.7,0.0,10.0,1.84,98.73,0,-0.4274517339590926,0.12859721118292894,1.3193786123495648,1.3193786123495648,0,0
2008-11,1.8_99.0,1,4.0,4.0,0.0,5.0,1.8,98.96,0,-0.3858274170971851,0.12859721118292894,0.4404995903072707,0.4404995903072707,0,0
2008-11,1.9_128.1,1,4.6,4.6,0.0,127.0,1.94,128.1,0,-0.45062750359303033,0.12859721118292894,1.1938244663435222,1.1938244663435222,0,0
2008-11,2.0_127.4,1,4.7,4.7,0.0,109.0,2.0,127.43,0,-0.4580579455493682,0.12859721118292894,1.3193786123495648,1.3193786123495648,0,0
2008-11,2.0_97.5,1,4.3,4.3,0.0,30.0,1.97,97.46,0,-0.40271048862258835,0.12859721118292894,0.8171620283253964,0.8171620283253964,0,0
2008-11,2.1_129.0,1,4.6,4.6,0.0,45.0,2.14,129.01,0,-0.42706490161657557,0.12859721118292894,1.1938244663435222,1.1938244663435222,0,0
2008-11,2.3_124.7,1,5.1,5.1,0.0,650.0,2.29,124.73,1,-0.6685479306668031,0.12859721118292894,1.8215951963737322,1.8215951963737322,0,1
2008-11,2.4_96.2,1,5.0,5.0,0.0,10.0,2.38,96.24,0,-0.4872807616722652,0.12859721118292894,1.6960410503676906,1.6960410503676906,0,0
